Date,pct_dose_1_cumulative,pct_dose_2_cumulative,pct_dose_3_cumulative,Admin_Dose_1_Cumulative,Series_Complete_Cumulative,Booster_Cumulative,pop_total,total_dose_1,total_dose_2,total_dose_3,pct_1st_dose_18a,pct_2nd_dose_18a,age_pct,rel_dose1_age18,rel_dose2_age18,pct_dose_1,pct_dose_2,pct_dose_3
2021-05-24,0.414,0.428,0,170540330,140466324,0,333239062,0.5117657245116121,0.42151818324347584,0,0.437,0.331,0.09086016494337025,0.8539063463404813,0.7852567532272006,0.0010000000000000009,9.999999999999454e-4,0
2021-05-25,0.415,0.429,0,171207700,141290991,0,333239062,0.5137684008965312,0.42399288412353053,0,0.441,0.335,0.09086016494337025,0.8583634167271682,0.790107599783202,0.0010000000000000009,0.0010000000000000009,0
2021-05-26,0.418,0.434,0,171867578,142113737,0,333239062,0.5157485949231246,0.426461820373267,0,0.443,0.339,0.09086016494337025,0.8589456265334697,0.7949128944375027,0.0030000000000000027,0.0050000000000000044,0
2021-05-27,0.42,0.43700000000000006,0,172481303,142895453,0,333239062,0.5175902907804968,0.4288076318015803,0,0.446,0.343,0.09086016494337025,0.8616854062842974,0.799892479895774,0.0020000000000000018,0.003000000000000058,0
2021-05-28,0.42100000000000004,0.43799999999999994,0,173084739,143668232,0,333239062,0.5194011109057797,0.4311266246452224,0,0.449,0.346,0.09086016494337025,0.8644571422209558,0.8025484398805715,0.0010000000000000564,9.999999999998899e-4,0
2021-05-29,0.423,0.441,0,173465091,144083301,0,333239062,0.5205424897036831,0.4323721839068194,0,0.45,0.348,0.09086016494337025,0.8644827442542892,0.8048621371882644,0.0019999999999999463,0.003000000000000058,0
2021-05-30,0.426,0.441,0,173666263,144285316,0,333239062,0.5211461764347423,0.4329784003533175,0,0.451,0.349,0.09086016494337025,0.8654001897996734,0.8060448274445335,0.0030000000000000027,0,0
2021-05-31,0.42700000000000005,0.442,0,173754859,144405203,0,333239062,0.5214120396245744,0.43333816309925877,0,0.452,0.35,0.09086016494337025,0.8668767992496832,0.8076833055662128,0.0010000000000000564,0.0010000000000000009,0
2021-06-01,0.42700000000000005,0.44299999999999995,0,174280694,145174141,0,333239062,0.522989990891284,0.4356456296831132,0,0.454,0.354,0.09086016494337025,0.8680854469629321,0.8125870567265833,0,9.999999999999454e-4,0
2021-06-02,0.428,0.444,0,174775733,145841932,0,333239062,0.524475528021982,0.43764956942532746,0,0.456,0.357,0.09086016494337025,0.8694399941209229,0.815721126993847,9.999999999999454e-4,0.0010000000000000564,0
2021-06-03,0.43200000000000005,0.446,0,175240718,146664435,0,333239062,0.5258708776463907,0.44011777646883427,0,0.458,0.36,0.09086016494337025,0.8709362306767083,0.8179628709577751,0.004000000000000059,0.0020000000000000018,0
2021-06-04,0.434,0.449,0,175744088,147603921,0,333239062,0.5273814148474587,0.4429370317937097,0,0.461,0.363,0.09086016494337025,0.8741301589729721,0.8195295808300377,0.0019999999999999463,0.0030000000000000027,0
2021-06-05,0.435,0.45,0,176099265,148342263,0,333239062,0.5284472472797922,0.4451526844112891,0,0.462,0.365,0.09086016494337025,0.8742594504525615,0.8199433874754897,0.0010000000000000009,0.0010000000000000009,0
2021-06-06,0.436,0.451,0,176271647,148698996,0,333239062,0.5289645395772961,0.44622318616417184,0,0.463,0.367,0.09086016494337025,0.8752949684869059,0.8224583826645339,0.0010000000000000009,0.0010000000000000009,0
2021-06-07,0.43799999999999994,0.45399999999999996,0,176645385,149425062,0,333239062,0.5300860707620165,0.4484020003633308,0,0.464,0.369,0.09086016494337025,0.8753295466394437,0.8229222878154134,0.0019999999999999463,0.002999999999999947,0
2021-06-08,0.439,0.45399999999999996,0,177050820,150227601,0,333239062,0.531302719847411,0.4508102984637497,0,0.466,0.372,0.09086016494337025,0.8770894305488108,0.825180793934132,0.0010000000000000564,0,0
2021-06-09,0.441,0.456,0,177444284,151034170,0,333239062,0.5324834457732329,0.4532306899843572,0,0.468,0.375,0.09086016494337025,0.8789005624774028,0.8273932200243164,0.0020000000000000018,0.0020000000000000573,0
2021-06-10,0.442,0.45799999999999996,0,177850685,151831854,0,333239062,0.5337029936784542,0.455624418964425,0,0.47,0.378,0.09086016494337025,0.880639617103527,0.8296306876157884,0.0010000000000000009,0.0019999999999999463,0
2021-06-11,0.445,0.462,0,178280460,152667453,0,333239062,0.534992683420769,0.4581319251222715,0,0.472,0.381,0.09086016494337025,0.8822550562411606,0.8316381791081561,0.0030000000000000027,0.004000000000000059,0
2021-06-12,0.447,0.46399999999999997,0,178562561,153297984,0,333239062,0.5358392258348152,0.46002405324259377,0,0.473,0.384,0.09086016494337025,0.8827274622590118,0.8347389604810459,0.0020000000000000018,0.0019999999999999463,0
2021-06-13,0.449,0.46399999999999997,0,178676708,153589561,0,333239062,0.5361817637093217,0.46089903169875085,0,0.474,0.385,0.09086016494337025,0.8840285740433498,0.8353239506296916,0.0020000000000000018,0,0
2021-06-14,0.449,0.465,0,179010321,154196651,0,333239062,0.5371828858406762,0.46272081692511785,0,0.475,0.387,0.09086016494337025,0.8842426155417038,0.8363574445854859,0,0.0010000000000000564,0
2021-06-15,0.449,0.465,0,179373300,154844167,0,333239062,0.5382721308944268,0.4646639144603042,0,0.477,0.39,0.09086016494337025,0.8861688588769899,0.8393163055344539,0,0,0
2021-06-16,0.451,0.46799999999999997,0,179733702,155462895,0,333239062,0.5393536427611239,0.46652062356363255,0,0.479,0.393,0.09086016494337025,0.8881000553696935,0.8424064878374997,0.0020000000000000018,0.002999999999999947,0
2021-06-17,0.45299999999999996,0.47100000000000003,0,180087084,156041818,0,333239062,0.5404140886700731,0.4682578838851731,0,0.48,0.396,0.09086016494337025,0.8882077837408928,0.845687843447197,0.0019999999999999463,0.003000000000000058,0
2021-06-18,0.455,0.473,0,180457841,156626350,0,333239062,0.5415266743248726,0.47001197596697114,0,0.482,0.398,0.09086016494337025,0.8900761917239162,0.8467869338460611,0.0020000000000000573,0.0019999999999999463,0
2021-06-19,0.456,0.475,0,180690169,156989955,0,333239062,0.5422238554974687,0.4711030995519967,0,0.483,0.4,0.09086016494337025,0.8907760053398367,0.849071042793789,0.0010000000000000009,0.0020000000000000018,0
2021-06-20,0.46,0.479,0,180802877,157163055,0,333239062,0.5425620751507216,0.4716225464588542,0,0.484,0.4,0.09086016494337025,0.8920638248914591,0.8481358726451328,0.0040000000000000036,0.0040000000000000036,0
2021-06-21,0.46,0.48,0,181105820,157449118,0,333239062,0.5434711612529987,0.47248097823537866,0,0.485,0.402,0.09086016494337025,0.8924116578362858,0.8508279031705976,0,0.0010000000000000009,0
2021-06-22,0.466,0.486,0,181431998,157908612,0,333239062,0.5444499720744023,0.47385985019967436,0,0.487,0.404,0.09086016494337025,0.8944807144437664,0.8525727592868716,0.006000000000000005,0.006000000000000005,0
2021-06-23,0.46799999999999997,0.48700000000000004,0,181764341,158340782,0,333239062,0.5454472831279306,0.4751567269745826,0,0.488,0.406,0.09086016494337025,0.8946785786547649,0.8544549134031686,0.0019999999999999463,0.0010000000000000564,0
2021-06-24,0.469,0.489,0,182085179,158749333,0,333239062,0.5464100694173722,0.4763827267044702,0,0.49,0.408,0.09086016494337025,0.8967623904194859,0.856454227092721,0.0010000000000000009,0.0019999999999999463,0
2021-06-25,0.47100000000000003,0.491,0,182437849,159189858,0,333239062,0.5474683787220599,0.4777046755701167,0,0.491,0.41,0.09086016494337025,0.8968554515351691,0.8582708542902274,0.0020000000000000573,0.0020000000000000018,0
2021-06-26,0.475,0.496,0,182664100,159479529,0,333239062,0.5481473237372154,0.47857393440868584,0,0.492,0.411,0.09086016494337025,0.8975689175048628,0.8588014733978804,0.003999999999999948,0.0050000000000000044,0
2021-06-27,0.479,0.499,0,182791830,159627282,0,333239062,0.5485306221393698,0.4790173188040002,0,0.493,0.411,0.09086016494337025,0.8987647728347595,0.8580065560597592,0.0040000000000000036,0.0030000000000000027,0
2021-06-28,0.48,0.501,0,183069335,159926053,0,333239062,0.5493633726528735,0.4799138853655758,0,0.494,0.413,0.09086016494337025,0.8992226722623972,0.8605710578375869,0.0010000000000000009,0.0020000000000000018,0
2021-06-29,0.48100000000000004,0.501,0,183368793,160276700,0,333239062,0.5502620007974935,0.48096612395337973,0,0.496,0.414,0.09086016494337025,0.901388791668602,0.8607674831588122,0.0010000000000000564,0,0
2021-06-30,0.48200000000000004,0.502,0,183678054,160621156,0,333239062,0.5511900462617435,0.48199978428699336,0,0.497,0.416,0.09086016494337025,0.9016853685416331,0.8630709256755691,0.0010000000000000009,0.0010000000000000009,0
2021-07-01,0.483,0.503,0,183971236,160947832,0,333239062,0.5520698410800352,0.48298008953104066,0,0.499,0.418,0.09086016494337025,0.9038711461285176,0.8654601070737007,9.999999999999454e-4,0.0010000000000000009,0
2021-07-02,0.484,0.504,0,184279376,161282776,0,333239062,0.5529945225929126,0.48398520579199084,0,0.5,0.419,0.09086016494337025,0.9041680876974535,0.8657289416819066,0.0010000000000000009,0.0010000000000000009,0
2021-07-03,0.486,0.507,0,184461995,161468515,0,333239062,0.5535425345783742,0.48454258042534043,0,0.501,0.42,0.09086016494337025,0.9050794992323488,0.8667968863155767,0.0020000000000000018,0.0030000000000000027,0
2021-07-04,0.48700000000000004,0.507,0,184489757,161495284,0,333239062,0.5536258441394845,0.4846229101437094,0,0.501,0.42,0.09086016494337025,0.9049433029607167,0.8666532085234142,0.0010000000000000564,0,0
2021-07-05,0.48700000000000004,0.507,0,184691950,161700326,0,333239062,0.554232594737048,0.48523821015916796,0,0.502,0.421,0.09086016494337025,0.9057569056149983,0.8676151036454929,0,0,0
2021-07-06,0.48700000000000004,0.508,0,184967931,162029930,0,333239062,0.5550607719571603,0.4862273018881562,0,0.503,0.422,0.09086016494337025,0.9062070775176698,0.8679068377305352,0,0.0010000000000000009,0
2021-07-07,0.488,0.508,0,185251853,162340324,0,333239062,0.5559127789166566,0.48715874731396286,0,0.505,0.424,0.09086016494337025,0.9084158867226013,0.8703528415281467,9.999999999999454e-4,0,0
2021-07-08,0.489,0.509,0,185542075,162642542,0,333239062,0.5567836912228495,0.4880656578009453,0,0.506,0.425,0.09086016494337025,0.908790986475709,0.8707844799302263,0.0010000000000000009,0.0010000000000000009,0
2021-07-09,0.49,0.51,0,185865788,162978667,0,333239062,0.557755104952252,0.489074318064189,0,0.508,0.427,0.09086016494337025,0.9107939945139338,0.8730779438391161,0.0010000000000000009,0.0010000000000000009,0
2021-07-10,0.491,0.514,0,186078200,163181907,0,333239062,0.558392521222497,0.4896842105503226,0,0.509,0.428,0.09086016494337025,0.9115451598199036,0.8740326740758091,0.0010000000000000009,0.0040000000000000036,0
2021-07-11,0.49200000000000005,0.514,0,186195249,163288065,0,333239062,0.5587437675598786,0.49000277464470837,0,0.509,0.428,0.09086016494337025,0.9109721298957527,0.873464441727569,0.0010000000000000564,0,0
2021-07-12,0.49200000000000005,0.514,0,186471384,163553677,0,333239062,0.559572406910688,0.49079983606483685,0,0.511,0.43,0.09086016494337025,0.913197280082396,0.8761209120355026,0,0,0
2021-07-13,0.494,0.515,0,186753714,163816452,0,333239062,0.5604196365190826,0.4915883840772544,0,0.512,0.431,0.09086016494337025,0.913601106449749,0.876749764559667,0.0019999999999999463,0.0010000000000000009,0
2021-07-14,0.494,0.516,0,187038276,164079975,0,333239062,0.5612735640217352,0.49237917672448617,0,0.513,0.432,0.09086016494337025,0.9139928065098291,0.8773726031101601,0,0.0010000000000000009,0
2021-07-15,0.495,0.517,0,187337081,164339340,0,333239062,0.562170232612166,0.49315749184289803,0,0.515,0.434,0.09086016494337025,0.9160926177236635,0.8800434084011778,0.0010000000000000009,0.0010000000000000009,0
2021-07-16,0.49700000000000005,0.517,0,187685685,164632470,0,333239062,0.5632163404661126,0.49403713061705834,0,0.516,0.435,0.09086016494337025,0.9161666005161768,0.8805006203818724,0.0020000000000000573,0,0
2021-07-17,0.498,0.519,0,187910334,164818102,0,333239062,0.5638904781216795,0.49459418415959894,0,0.517,0.436,0.09086016494337025,0.9168447066567399,0.8815307861754166,9.999999999999454e-4,0.0020000000000000018,0
2021-07-18,0.499,0.519,0,188046212,164921541,0,333239062,0.5642982274388949,0.4949045889464183,0,0.518,0.436,0.09086016494337025,0.9179543277159978,0.8809778889465991,0.0010000000000000009,0,0
2021-07-19,0.5,0.52,0,188386926,165166335,0,333239062,0.5653206585967404,0.4956391786986845,0,0.52,0.438,0.09086016494337025,0.9198319433271075,0.8837073799330838,0.0010000000000000009,0.0010000000000000009,0
2021-07-20,0.501,0.52,0,188759971,165415712,0,333239062,0.5664401101933242,0.4963875213404604,0,0.521,0.439,0.09086016494337025,0.9197794976457165,0.8843896776746335,0.0010000000000000009,0,0
2021-07-21,0.503,0.521,0,189148116,165675673,0,333239062,0.5676048746050065,0.49716762496468675,0,0.523,0.44,0.09086016494337025,0.9214156244939813,0.8850133796046207,0.0020000000000000018,0.0010000000000000009,0
2021-07-22,0.504,0.522,0,189565236,165925791,0,333239062,0.5688565886072504,0.49791819123533604,0,0.525,0.441,0.09086016494337025,0.922903962992455,0.885687664686197,0.0010000000000000009,0.0010000000000000009,0
2021-07-23,0.506,0.523,0,190054028,166204725,0,333239062,0.5703233794362319,0.49875522996160637,0,0.527,0.443,0.09086016494337025,0.9240371673364376,0.8882112374723402,0.0020000000000000018,0.0010000000000000009,0
2021-07-24,0.508,0.526,0,190356448,166375472,0,333239062,0.5712308960946482,0.4992676158715151,0,0.528,0.443,0.09086016494337025,0.9243197516272209,0.887299688418014,0.0020000000000000018,0.0030000000000000027,0
2021-07-25,0.51,0.526,0,190558461,166437190,0,333239062,0.5718371065394489,0.49945282225047194,0,0.529,0.444,0.09086016494337025,0.9250886204312911,0.8889728523294583,0.0020000000000000018,0,0
2021-07-26,0.511,0.527,0,191005829,166652700,0,333239062,0.5731795902126264,0.5000995351499339,0,0.531,0.445,0.09086016494337025,0.9264112139844696,0.889822862695894,0.0010000000000000009,0.0010000000000000009,0
2021-07-27,0.512,0.527,0,191486546,166897073,0,333239062,0.5746221491885006,0.5008328615449049,0,0.533,0.446,0.09086016494337025,0.9275660549331753,0.8905166458611291,0.0010000000000000009,0,0
2021-07-28,0.514,0.528,0,191977803,167149270,0,333239062,0.5760963371094833,0.5015896665799642,0,0.535,0.447,0.09086016494337025,0.9286641235809955,0.8911666842098682,0.0020000000000000018,0.0010000000000000009,0
2021-07-29,0.516,0.529,0,192475423,167395484,0,333239062,0.5775896194306297,0.5023285175373589,0,0.537,0.449,0.09086016494337025,0.9297258502141336,0.8938373680260095,0.0020000000000000018,0.0010000000000000009,0
2021-07-30,0.516,0.529,0,193050373,167679978,0,333239062,0.5793149573803565,0.5031822409823011,0,0.54,0.45,0.09086016494337025,0.9321354353456754,0.894308191643489,0,0,0
2021-07-31,0.519,0.5329999999999999,0,193396711,167856762,0,333239062,0.5803542653111897,0.5037127430157032,0,0.541,0.451,0.09086016494337025,0.9321892373960796,0.8953515793543069,0.0030000000000000027,0.0039999999999998925,0
2021-08-01,0.521,0.534,0,193621446,167953292,0,333239062,0.5810286610397433,0.5040024149389786,0,0.542,0.451,0.09086016494337025,0.9328283376418954,0.8948369821890719,0.0020000000000000018,0.001000000000000112,0
2021-08-02,0.522,0.534,0,194126223,168185927,0,333239062,0.5825434204349069,0.5047005173721201,0,0.545,0.452,0.09086016494337025,0.935552580085999,0.8955806155172543,0.0010000000000000009,0,0
2021-08-03,0.523,0.535,0,194663311,168434725,0,333239062,0.5841551402518352,0.5054471225225091,0,0.547,0.454,0.09086016494337025,0.9363950812179497,0.8982146297208013,0.0010000000000000009,0.0010000000000000009,0
2021-08-04,0.525,0.536,0,195214570,168685391,0,333239062,0.5858093850954363,0.5061993332582361,0,0.549,0.455,0.09086016494337025,0.9371649105801889,0.8988553917511447,0.0020000000000000018,0.0010000000000000009,0
2021-08-05,0.527,0.537,0,195773129,168945095,0,333239062,0.5874855361344163,0.5069786656643512,0,0.552,0.456,0.09086016494337025,0.9395976003632246,0.8994461323189051,0.0020000000000000018,0.0010000000000000009,0
2021-08-06,0.529,0.5379999999999999,0,196398097,169250820,0,333239062,0.5893609705335204,0.5078961001276615,0,0.554,0.457,0.09086016494337025,0.9400011668544834,0.8997903309065209,0.0020000000000000018,9.999999999998899e-4,0
2021-08-07,0.532,0.542,0,196779818,169437396,0,333239062,0.5905064574932695,0.5084559864713579,0,0.556,0.458,0.09086016494337025,0.9415646398859868,0.9007662652936428,0.0030000000000000027,0.004000000000000115,0
2021-08-08,0.534,0.542,0,197017535,169553189,0,333239062,0.5912198102394131,0.508803463742795,0,0.557,0.459,0.09086016494337025,0.9421199871067315,0.902116500197469,0.0020000000000000018,0,0
2021-08-09,0.535,0.5429999999999999,0,197537608,169835023,0,333239062,0.5927804706160168,0.5096492049302431,0,0.559,0.46,0.09086016494337025,0.9430135230654408,0.9025816101546971,0.0010000000000000009,9.999999999998899e-4,0
