date,pop_age,pop_age_frac,infections,infections_lo,infections_hi,infections_pct,infections_lo_pct,infections_hi_pct
2020-01-01,6008999.201924841,312559.2047835192,2.1833963802593955e-4,3.292898059603343e-5,0.0011322622353057,6.985544968261715e-10,1.0535277826433005e-10,3.6225528411166557e-9
2020-01-02,6008999.201924841,312559.2047835192,5.47912250375624e-4,9.143092240216119e-5,0.002634491164454902,1.7529870884945208e-9,2.925235315513645e-10,8.428774850126619e-9
2020-01-03,6008999.201924841,312559.2047835192,4.979778569701331e-4,9.14721213292042e-5,0.0022306686602738476,1.5932272969373473e-9,2.926553431454961e-10,7.136787610586689e-9
2020-01-04,6008999.201924841,312559.2047835192,0.00073240832075888065,1.473416819593055e-4,0.0030697981926514563,2.3432626828768394e-9,4.714040722664221e-10,9.821493482419182e-9
2020-01-05,6008999.201924841,312559.2047835192,7.480386091871105e-4,1.6399210183335076e-4,0.002945337423399419,2.3932701316705983e-9,5.246753233421262e-10,9.423294461730478e-9
2020-01-06,6008999.201924841,312559.2047835192,0.0010570578388732171,2.512998976581321e-4,0.003924046261113406,3.3819443570869817e-9,8.040073490466686e-10,1.2554569505739653e-8
2020-01-07,6008999.201924841,312559.2047835192,4.387815817087343e-4,1.1257431362430549e-4,0.0015407617374982082,1.4038350974582163e-9,3.6016956756168895e-10,4.929503639367623e-9
2020-01-08,6008999.201924841,312559.2047835192,4.2754943760080525e-4,1.1781948142192825e-4,0.0014243830819798849,1.3678990445887816e-9,3.769509251968147e-10,4.5571624837170385e-9
2020-01-09,6008999.201924841,312559.2047835192,8.202935399051598e-4,2.4168160758746446e-4,0.002600053409914302,2.624442113209563e-9,7.732346508715202e-10,8.318594909771152e-9
2020-01-10,6008999.201924841,312559.2047835192,7.077457593343729e-4,2.219551802062833e-4,0.002139994487468721,2.2643574353363317e-9,7.10122040270774e-10,6.84668521904801e-9
2020-01-11,6008999.201924841,312559.2047835192,7.425946209903099e-4,2.4682547397863623e-4,0.002147309443732852,2.3758526692715268e-9,7.896919054090548e-10,6.870088645189939e-9
2020-01-12,6008999.201924841,312559.2047835192,0.0013224217105332488,4.6393912420141957e-4,0.003665576408543448,4.230947898172341e-9,1.4843239843880048e-9,1.1727622646987002e-8
2020-01-13,7197440.513747787,333951.1483963322,0.001124194587295328,4.137839710925725e-4,0.0030699647596670113,3.3663444270032494e-9,1.239055392022473e-9,9.19285582459979e-9
2020-01-14,7197440.513747787,333951.1483963322,0.0014926730974156063,5.755298602018366e-4,0.0038991485136274685,4.4697348836306635e-9,1.72339536176351e-9,1.1675805076136378e-8
2020-01-15,7197440.513747787,333951.1483963322,0.0023921389617614693,9.625918243181445e-4,0.006000642180853604,7.163140397177152e-9,2.8824330413014283e-9,1.7968622685291863e-8
